Round,0,Rationality,0.5,Inertia,0.5,AlwaysCoop,24647.01999999998,AlwaysCoop,24667.979999999963
Round,1,Rationality,0.5,Inertia,0.5,AlwaysCoop,24608.529999999962,AlwaysCoop,24566.469999999972
Round,2,Rationality,0.5,Inertia,0.5,AlwaysCoop,24683.549999999985,AlwaysCoop,24491.449999999975
Round,3,Rationality,0.5,Inertia,0.5,AlwaysCoop,24648.30999999997,AlwaysCoop,24526.68999999997
Round,4,Rationality,0.5,Inertia,0.5,AlwaysCoop,24501.839999999975,AlwaysCoop,24673.159999999985
Round,5,Rationality,0.5,Inertia,0.5,AlwaysCoop,24569.674999999977,AlwaysCoop,24605.324999999957
Round,6,Rationality,0.5,Inertia,0.5,AlwaysCoop,24553.34499999996,AlwaysCoop,24621.654999999966
Round,7,Rationality,0.5,Inertia,0.5,AlwaysCoop,24430.07999999999,AlwaysCoop,24744.919999999984
Round,8,Rationality,0.5,Inertia,0.5,AlwaysCoop,24542.04999999997,AlwaysCoop,24632.94999999997
Round,9,Rationality,0.5,Inertia,0.5,AlwaysCoop,24590.52999999998,AlwaysCoop,24584.469999999987
Round,10,Rationality,0.5,Inertia,0.5,AlwaysCoop,24569.874999999975,AlwaysCoop,24605.124999999975
Round,11,Rationality,0.5,Inertia,0.5,AlwaysCoop,24480.769999999964,AlwaysCoop,24694.22999999998
Round,12,Rationality,0.5,Inertia,0.5,AlwaysCoop,24635.714999999967,AlwaysCoop,24539.28499999999
Round,13,Rationality,0.5,Inertia,0.5,AlwaysCoop,24720.419999999973,AlwaysCoop,24454.57999999998
Round,14,Rationality,0.5,Inertia,0.5,AlwaysCoop,24661.72499999998,AlwaysCoop,24513.274999999987
Round,15,Rationality,0.5,Inertia,0.5,AlwaysCoop,24571.549999999956,AlwaysCoop,24603.44999999998
Round,16,Rationality,0.5,Inertia,0.5,AlwaysCoop,24479.499999999985,AlwaysCoop,24695.49999999996
Round,17,Rationality,0.5,Inertia,0.5,AlwaysCoop,24563.30999999995,AlwaysCoop,24611.689999999984
Round,18,Rationality,0.5,Inertia,0.5,AlwaysCoop,24557.76999999997,AlwaysCoop,24617.229999999963
Round,19,Rationality,0.5,Inertia,0.5,AlwaysCoop,24799.90499999997,AlwaysCoop,24375.09499999998
Round,20,Rationality,0.5,Inertia,0.5,AlwaysCoop,24552.61999999996,AlwaysCoop,24622.37999999998
Round,21,Rationality,0.5,Inertia,0.5,AlwaysCoop,24540.10499999996,AlwaysCoop,24634.894999999968
Round,22,Rationality,0.5,Inertia,0.5,AlwaysCoop,24664.889999999978,AlwaysCoop,24510.109999999975
Round,23,Rationality,0.5,Inertia,0.5,AlwaysCoop,24550.214999999986,AlwaysCoop,24624.784999999967
Round,24,Rationality,0.5,Inertia,0.5,AlwaysCoop,24559.664999999975,AlwaysCoop,24615.334999999952
Round,25,Rationality,0.5,Inertia,0.5,AlwaysCoop,24578.944999999974,AlwaysCoop,24596.054999999975
Round,26,Rationality,0.5,Inertia,0.5,AlwaysCoop,24550.449999999968,AlwaysCoop,24624.549999999974
Round,27,Rationality,0.5,Inertia,0.5,AlwaysCoop,24649.26999999998,AlwaysCoop,24525.729999999956
Round,28,Rationality,0.5,Inertia,0.5,AlwaysCoop,24569.344999999976,AlwaysCoop,24605.654999999988
Round,29,Rationality,0.5,Inertia,0.5,AlwaysCoop,24805.66999999997,AlwaysCoop,24369.32999999997
Round,30,Rationality,0.5,Inertia,0.5,AlwaysCoop,24423.984999999968,AlwaysCoop,24751.014999999985
Round,31,Rationality,0.5,Inertia,0.5,AlwaysCoop,24640.564999999977,AlwaysCoop,24534.43499999996
Round,32,Rationality,0.5,Inertia,0.5,AlwaysCoop,24491.60999999998,AlwaysCoop,24683.389999999952
Round,33,Rationality,0.5,Inertia,0.5,AlwaysCoop,24520.534999999974,AlwaysCoop,24654.464999999964
Round,34,Rationality,0.5,Inertia,0.5,AlwaysCoop,24551.62999999999,AlwaysCoop,24623.369999999963
Round,35,Rationality,0.5,Inertia,0.5,AlwaysCoop,24648.029999999988,AlwaysCoop,24526.96999999996
Round,36,Rationality,0.5,Inertia,0.5,AlwaysCoop,24533.34999999995,AlwaysCoop,24641.649999999972
Round,37,Rationality,0.5,Inertia,0.5,AlwaysCoop,24704.464999999956,AlwaysCoop,24470.534999999963
Round,38,Rationality,0.5,Inertia,0.5,AlwaysCoop,24633.50999999998,AlwaysCoop,24541.48999999997
Round,39,Rationality,0.5,Inertia,0.5,AlwaysCoop,24731.90999999997,AlwaysCoop,24443.08999999997
Round,40,Rationality,0.5,Inertia,0.5,AlwaysCoop,24623.459999999985,AlwaysCoop,24551.53999999997
Round,41,Rationality,0.5,Inertia,0.5,AlwaysCoop,24572.00999999997,AlwaysCoop,24602.989999999972
Round,42,Rationality,0.5,Inertia,0.5,AlwaysCoop,24528.764999999963,AlwaysCoop,24646.23499999998
Round,43,Rationality,0.5,Inertia,0.5,AlwaysCoop,24579.089999999967,AlwaysCoop,24595.909999999967
Round,44,Rationality,0.5,Inertia,0.5,AlwaysCoop,24674.16999999998,AlwaysCoop,24500.829999999976
Round,45,Rationality,0.5,Inertia,0.5,AlwaysCoop,24683.179999999957,AlwaysCoop,24491.819999999963
Round,46,Rationality,0.5,Inertia,0.5,AlwaysCoop,24665.41499999997,AlwaysCoop,24509.58499999999
Round,47,Rationality,0.5,Inertia,0.5,AlwaysCoop,24334.084999999977,AlwaysCoop,24840.914999999975
Round,48,Rationality,0.5,Inertia,0.5,AlwaysCoop,24658.864999999965,AlwaysCoop,24516.134999999973
