Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24600.20289999997,Profit-AlwaysCoop,24576.19709999999,Error1,19.443790281088607,Error2,19.531918402882667
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,23571.83989999997,Profit-AlwaysDefect,25017.48197938168,Error1,20.24936937940902,Error2,19.80906581079491
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24583.779349999968,Profit-Grim,24591.22064999998,Error1,20.123854292235997,Error2,20.12385429223569
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24536.21219999997,Profit-HardMajority,24638.78779999998,Error1,21.076711830387044,Error2,21.07671183038696
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,23587.289799999966,Profit-NaiveProber,25002.174454192344,Error1,19.636823639333773,Error2,19.245430113695235
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,23744.468649999966,Profit-Prober,24928.12392550469,Error1,17.80626121873532,Error2,17.49165246508366
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24110.64369999998,Profit-Random,24797.91912538494,Error1,28.124337725286093,Error2,20.591304832154428
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24580.755649999977,Profit-SoftMajority,24594.244349999957,Error1,22.754051209085272,Error2,22.754051209085155
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24611.385149999966,Profit-TitForTat,24563.614849999984,Error1,19.227089878985435,Error2,19.227089878985485
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24575.900599999964,Profit-TitForTatV2,24599.099399999977,Error1,21.782976973419125,Error2,21.782976973418855
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24579.80594999998,Profit-TitForTwoTat,24595.19404999997,Error1,19.226502695702898,Error2,19.226502695702756
Inertia,0.5,Rationality,0.5,Profit-AlwaysCoop,24592.33914999997,Profit-TwoTitForTat,24582.660849999964,Error1,19.25646562529511,Error2,19.256465625295274
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24045.050412670764,Profit-AlwaysDefect,24022.48646744126,Error1,18.974549154164475,Error2,18.97454915416425
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24130.02673458748,Profit-Grim,23976.357235810337,Error1,20.514289747013244,Error2,20.548507246665853
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24032.965962397735,Profit-HardMajority,24034.570917714293,Error1,16.31734162308053,Error2,16.317341623080317
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24045.914068705053,Profit-NaiveProber,24021.62281140697,Error1,19.165362473641753,Error2,19.165362473641657
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24034.817959840428,Profit-Prober,24032.718920271578,Error1,16.298567657184048,Error2,16.29856765718402
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24528.20979978158,Profit-Random,23819.45438495042,Error1,29.474253047439124,Error2,22.409128500314488
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24200.895673429113,Profit-SoftMajority,23942.5912221685,Error1,16.485543681904087,Error2,16.540732863357626
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24119.79361964303,Profit-TitForTat,23986.615690659644,Error1,17.599254474395345,Error2,17.62865968593602
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24041.08077452328,Profit-TitForTatV2,24028.026699387447,Error1,17.389851404319874,Error2,17.391604932750234
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24117.466568861128,Profit-TitForTwoTat,24065.088577793747,Error1,18.487591835514092,Error2,18.577009891804675
Inertia,0.5,Rationality,0.5,Profit-AlwaysDefect,24017.816974972236,Profit-TwoTitForTat,24051.2947781855,Error1,20.344427998710543,Error2,20.34694888265045
Inertia,0.5,Rationality,0.5,Profit-Grim,24585.184199999974,Profit-Grim,24589.81579999998,Error1,21.446638631852235,Error2,21.44663863185233
Inertia,0.5,Rationality,0.5,Profit-Grim,24158.877685122196,Profit-HardMajority,24024.00785087822,Error1,18.115696608660663,Error2,18.1454684553264
Inertia,0.5,Rationality,0.5,Profit-Grim,24012.265366850475,Profit-NaiveProber,24094.181079578397,Error1,17.745743760021007,Error2,17.71529294082225
Inertia,0.5,Rationality,0.5,Profit-Grim,24081.594167320683,Profit-Prober,24063.96327022887,Error1,17.45470240203549,Error2,17.45470240203622
Inertia,0.5,Rationality,0.5,Profit-Grim,24489.58865728317,Profit-Random,23947.05297488514,Error1,28.42912789781717,Error2,24.726973800820495
Inertia,0.5,Rationality,0.5,Profit-Grim,24568.752299999986,Profit-SoftMajority,24606.247699999978,Error1,19.404166861813554,Error2,19.404166861813533
Inertia,0.5,Rationality,0.5,Profit-Grim,24582.812549999984,Profit-TitForTat,24592.187449999972,Error1,21.771698230963302,Error2,21.771698230963228
Inertia,0.5,Rationality,0.5,Profit-Grim,24580.92479999997,Profit-TitForTatV2,24594.075199999963,Error1,20.179875275401095,Error2,20.179875275400665
Inertia,0.5,Rationality,0.5,Profit-Grim,24592.84454999997,Profit-TitForTwoTat,24582.155449999984,Error1,20.6872918394303,Error2,20.687291839430646
Inertia,0.5,Rationality,0.5,Profit-Grim,24609.370299999973,Profit-TwoTitForTat,24565.62969999997,Error1,20.724426769329195,Error2,20.724426769329156
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24041.578143845112,Profit-HardMajority,24025.958736266908,Error1,17.15960288267294,Error2,17.159602882672694
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24038.257468648924,Profit-NaiveProber,24029.27941146308,Error1,16.531804602546753,Error2,16.53180460254671
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24037.915946482597,Profit-Prober,24029.620933629405,Error1,17.771888874901357,Error2,17.771888874901236
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24330.75938705634,Profit-Random,24347.0134645164,Error1,23.751444662882978,Error2,54.74192770028134
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24691.82674999998,Profit-SoftMajority,24483.173249999974,Error1,20.39139825502259,Error2,20.39139825502283
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24586.82634999997,Profit-TitForTat,24588.173649999964,Error1,22.010572061053995,Error2,22.01057206105377
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24531.654499999968,Profit-TitForTatV2,24643.34549999997,Error1,19.931304181994346,Error2,19.931304181994307
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24668.41494999997,Profit-TitForTwoTat,24506.58504999998,Error1,21.40331246973432,Error2,21.40331246973433
Inertia,0.5,Rationality,0.5,Profit-HardMajority,24544.588649999976,Profit-TwoTitForTat,24554.389861999993,Error1,21.436853768562514,Error2,21.366356499817577
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24037.659312282434,Profit-NaiveProber,24029.877567829582,Error1,16.544018960626993,Error2,16.544018960627245
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24019.856592787575,Profit-Prober,24047.680287324445,Error1,17.95522846340427,Error2,17.955228463404143
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24531.031810469056,Profit-Random,23818.29857721308,Error1,32.502635308456874,Error2,23.917508326484697
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24200.211444731605,Profit-SoftMajority,23943.287623283322,Error1,17.317740950318235,Error2,17.374799834671695
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24128.440388372313,Profit-TitForTat,23977.956369809508,Error1,15.037067286296278,Error2,15.06239382213704
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24030.92922127819,Profit-TitForTatV2,24038.18269954026,Error1,16.63842190885115,Error2,16.639456485960686
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24120.814105112422,Profit-TitForTwoTat,24061.72985585009,Error1,18.21192092786779,Error2,18.299641052712676
Inertia,0.5,Rationality,0.5,Profit-NaiveProber,24049.722584820207,Profit-TwoTitForTat,24019.383135206954,Error1,14.775600955879073,Error2,14.776980327662923
Inertia,0.5,Rationality,0.5,Profit-Prober,24052.613042071793,Profit-Prober,24014.923838040224,Error1,16.938957611099244,Error2,16.938957611099354
Inertia,0.5,Rationality,0.5,Profit-Prober,24469.930795309105,Profit-Random,23980.22892781276,Error1,26.366370716220885,Error2,21.686200145436388
Inertia,0.5,Rationality,0.5,Profit-Prober,24388.482701100864,Profit-SoftMajority,23966.263497601994,Error1,17.6877973206162,Error2,17.781039387452495
Inertia,0.5,Rationality,0.5,Profit-Prober,24349.915848580553,Profit-TitForTat,24308.033593799504,Error1,21.85521297053274,Error2,21.864255154072094
Inertia,0.5,Rationality,0.5,Profit-Prober,24306.72443668566,Profit-TitForTatV2,24314.48928180847,Error1,18.198953073143752,Error2,18.177549373772962
Inertia,0.5,Rationality,0.5,Profit-Prober,24208.04336261678,Profit-TitForTwoTat,24120.10245084989,Error1,20.50527034041862,Error2,20.598479093769114
Inertia,0.5,Rationality,0.5,Profit-Prober,24303.385296424316,Profit-TwoTitForTat,24304.742526782462,Error1,19.93922114124648,Error2,19.90944105214949
Inertia,0.5,Rationality,0.5,Profit-Random,24344.91333453668,Profit-Random,24297.52121954656,Error1,28.415919891726457,Error2,29.585009678665365
Inertia,0.5,Rationality,0.5,Profit-Random,24583.854423081324,Profit-SoftMajority,24173.649256150442,Error1,48.808565360262726,Error2,20.491303718713656
Inertia,0.5,Rationality,0.5,Profit-Random,24394.908520474968,Profit-TitForTat,24287.35434815839,Error1,23.708546593445696,Error2,25.13655543807283
Inertia,0.5,Rationality,0.5,Profit-Random,24317.9803508066,Profit-TitForTatV2,24316.041360596013,Error1,24.019501141189856,Error2,21.829775048658675
Inertia,0.5,Rationality,0.5,Profit-Random,24398.133036439285,Profit-TitForTwoTat,24321.24830870798,Error1,23.92384996465449,Error2,24.18925967214055
Inertia,0.5,Rationality,0.5,Profit-Random,24299.2293657657,Profit-TwoTitForTat,24314.472471934183,Error1,22.16076366914998,Error2,23.173118461401838
Inertia,0.5,Rationality,0.5,Profit-SoftMajority,24593.917549999976,Profit-SoftMajority,24581.082449999976,Error1,20.403244894472174,Error2,20.403244894472266
Inertia,0.5,Rationality,0.5,Profit-SoftMajority,24562.247999999978,Profit-TitForTat,24612.75199999998,Error1,20.74130595476376,Error2,20.74130595476395
Inertia,0.5,Rationality,0.5,Profit-SoftMajority,24603.81259999997,Profit-TitForTatV2,24571.18739999998,Error1,18.636203776500672,Error2,18.63620377650046
Inertia,0.5,Rationality,0.5,Profit-SoftMajority,24571.656649999968,Profit-TitForTwoTat,24603.343349999992,Error1,20.73676091067878,Error2,20.73676091067894
Inertia,0.5,Rationality,0.5,Profit-SoftMajority,24587.75169999996,Profit-TwoTitForTat,24587.248299999977,Error1,20.750437477032317,Error2,20.7504374770323
Inertia,0.5,Rationality,0.5,Profit-TitForTat,24567.02649999997,Profit-TitForTat,24607.97349999998,Error1,22.1413502392132,Error2,22.141350239213082
Inertia,0.5,Rationality,0.5,Profit-TitForTat,24599.07274999997,Profit-TitForTatV2,24575.927249999968,Error1,21.82085872773647,Error2,21.820858727736788
Inertia,0.5,Rationality,0.5,Profit-TitForTat,24601.13859999998,Profit-TitForTwoTat,24573.861399999972,Error1,20.954602393032378,Error2,20.954602393031998
Inertia,0.5,Rationality,0.5,Profit-TitForTat,24610.061349999974,Profit-TwoTitForTat,24564.938649999975,Error1,20.836501435869987,Error2,20.836501435870275
Inertia,0.5,Rationality,0.5,Profit-TitForTatV2,24590.66264999997,Profit-TitForTatV2,24584.337349999958,Error1,21.5466628493623,Error2,21.54666284936215
